airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Air_India,AI-766,Chennai,Morning,one,Late_Night,Bangalore,Economy,14.5,12,10608
Vistara,UK-802,Bangalore,Evening,one,Morning,Hyderabad,Economy,14.83,41,6133
Vistara,UK-846,Bangalore,Morning,one,Afternoon,Delhi,Business,5.58,32,54841
GO_FIRST,G8-517,Hyderabad,Night,one,Early_Morning,Mumbai,Economy,10.58,31,3423
Vistara,UK-894,Hyderabad,Evening,one,Afternoon,Delhi,Economy,19.67,43,5823
Indigo,6E-949,Hyderabad,Night,one,Early_Morning,Kolkata,Economy,6.33,40,2057
Vistara,UK-943,Delhi,Early_Morning,one,Evening,Kolkata,Economy,12.42,26,7221
Vistara,UK-774,Kolkata,Night,one,Afternoon,Hyderabad,Economy,15.67,37,7572
Vistara,UK-637,Delhi,Evening,one,Evening,Bangalore,Economy,25.08,48,5496
Air_India,AI-538,Chennai,Night,one,Morning,Mumbai,Business,13.83,15,49553
Vistara,UK-778,Kolkata,Afternoon,one,Night,Mumbai,Economy,5.92,23,7971
Air_India,AI-441,Delhi,Evening,one,Night,Mumbai,Business,3.75,24,22152
Air_India,AI-9894,Chennai,Morning,one,Afternoon,Bangalore,Economy,6.42,23,5726
Vistara,UK-954,Mumbai,Early_Morning,one,Evening,Bangalore,Business,11.0,21,54608
Vistara,UK-653,Mumbai,Early_Morning,two_or_more,Night,Bangalore,Economy,14.42,11,14791
Vistara,UK-838,Chennai,Night,one,Evening,Hyderabad,Economy,19.92,2,18378
Air_India,AI-440,Chennai,Early_Morning,one,Afternoon,Mumbai,Business,6.67,15,49553
Air_India,AI-687,Mumbai,Afternoon,one,Morning,Hyderabad,Economy,18.5,25,4173
Vistara,UK-826,Chennai,Afternoon,one,Night,Delhi,Economy,10.5,40,4971
Vistara,UK-826,Chennai,Afternoon,one,Night,Delhi,Economy,8.17,6,11448
Air_India,AI-538,Chennai,Night,zero,Night,Delhi,Economy,2.83,42,2271
AirAsia,I5-2991,Kolkata,Night,one,Morning,Hyderabad,Economy,11.17,16,4589
Indigo,6E-886,Bangalore,Morning,one,Evening,Mumbai,Economy,7.25,35,4819
SpiceJet,SG-8702,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.42,5,5943
Air_India,AI-430,Chennai,Morning,one,Evening,Kolkata,Business,9.25,46,55377
Vistara,UK-854,Bangalore,Evening,one,Morning,Delhi,Business,16.58,6,57081
Vistara,UK-830,Hyderabad,Morning,one,Evening,Kolkata,Business,7.75,37,51819
Vistara,UK-838,Chennai,Night,one,Morning,Bangalore,Economy,11.58,40,6437
Air_India,AI-440,Chennai,Early_Morning,one,Evening,Mumbai,Economy,35.25,15,13926
Vistara,UK-878,Hyderabad,Afternoon,one,Late_Night,Delhi,Business,11.25,10,51875
Indigo,6E-6113,Chennai,Afternoon,one,Night,Mumbai,Economy,7.08,40,1830
AirAsia,I5-974,Hyderabad,Night,one,Morning,Kolkata,Economy,10.75,49,2056
Indigo,6E-6014,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.58,35,4499
Air_India,AI-839,Delhi,Night,one,Morning,Kolkata,Economy,10.67,25,4030
Air_India,AI-660,Mumbai,Evening,one,Morning,Chennai,Business,14.92,18,49613
Vistara,UK-833,Delhi,Early_Morning,zero,Morning,Chennai,Economy,2.75,38,2049
Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Chennai,Economy,8.83,37,5033
Air_India,AI-402,Kolkata,Morning,one,Night,Chennai,Business,13.17,26,55983
AirAsia,I5-991,Kolkata,Evening,zero,Evening,Bangalore,Economy,2.83,14,6490
Indigo,6E-5369,Hyderabad,Evening,zero,Evening,Mumbai,Economy,1.5,34,3096
Vistara,UK-953,Delhi,Night,one,Evening,Kolkata,Economy,23.25,18,6840
Vistara,UK-774,Kolkata,Night,one,Night,Bangalore,Economy,26.25,13,10961
Vistara,UK-852,Bangalore,Morning,one,Afternoon,Delhi,Economy,5.0,32,4111
Air_India,AI-773,Kolkata,Evening,zero,Night,Mumbai,Business,2.83,14,31982
GO_FIRST,G8-392,Delhi,Afternoon,one,Night,Chennai,Economy,7.33,23,4896
Indigo,6E-804,Chennai,Evening,one,Night,Hyderabad,Economy,6.58,17,4202
Vistara,UK-873,Mumbai,Early_Morning,one,Morning,Bangalore,Economy,26.5,28,4658
Vistara,UK-812,Bangalore,Morning,one,Night,Mumbai,Business,14.08,37,67004
Vistara,UK-653,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,13.58,27,12435
Vistara,UK-824,Chennai,Night,one,Evening,Bangalore,Economy,21.25,49,4755
Vistara,UK-898,Hyderabad,Early_Morning,one,Night,Delhi,Economy,13.92,23,5823
Vistara,UK-977,Delhi,Evening,one,Evening,Chennai,Business,24.92,28,60232
Vistara,UK-874,Hyderabad,Morning,one,Morning,Bangalore,Business,24.33,13,38099
Air_India,AI-403,Delhi,Afternoon,one,Evening,Mumbai,Economy,6.33,16,6754
Vistara,UK-940,Mumbai,Evening,one,Morning,Kolkata,Business,13.83,26,64285
Indigo,6E-6269,Bangalore,Early_Morning,one,Afternoon,Hyderabad,Economy,6.17,48,1694
Indigo,6E-224,Kolkata,Night,zero,Night,Delhi,Economy,2.5,10,6489
Indigo,6E-2147,Delhi,Night,zero,Night,Hyderabad,Economy,2.25,18,2516
Vistara,UK-802,Bangalore,Evening,one,Afternoon,Hyderabad,Business,17.75,4,56588
Vistara,UK-823,Mumbai,Evening,zero,Evening,Chennai,Economy,2.08,31,2900
Indigo,6E-605,Chennai,Afternoon,one,Night,Mumbai,Economy,10.17,9,8980
Air_India,AI-538,Chennai,Night,zero,Night,Delhi,Business,2.83,13,27792
Air_India,AI-776,Bangalore,Early_Morning,one,Evening,Chennai,Business,11.33,47,44682
Air_India,AI-747,Kolkata,Night,one,Evening,Hyderabad,Economy,19.75,38,5589
GO_FIRST,G8-395,Bangalore,Morning,one,Afternoon,Delhi,Economy,6.33,30,4028
Vistara,UK-808,Bangalore,Early_Morning,one,Night,Hyderabad,Business,14.92,9,56588
SpiceJet,SG-8411,Delhi,Evening,one,Evening,Chennai,Economy,22.92,8,14355
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,12.08,19,6568
SpiceJet,SG-531,Bangalore,Morning,one,Night,Kolkata,Economy,10.83,29,4814
AirAsia,I5-996,Bangalore,Evening,one,Early_Morning,Mumbai,Economy,11.17,17,2203
Vistara,UK-981,Delhi,Night,one,Morning,Chennai,Business,14.0,12,65944
GO_FIRST,G8-119,Delhi,Evening,one,Morning,Hyderabad,Economy,13.83,19,5657
Air_India,AI-9517,Bangalore,Evening,one,Morning,Kolkata,Economy,13.25,41,3489
Vistara,UK-910,Mumbai,Evening,one,Night,Hyderabad,Economy,5.33,4,9879
Air_India,AI-673,Mumbai,Early_Morning,one,Evening,Delhi,Economy,10.08,22,7413
Indigo,6E-6087,Kolkata,Evening,one,Late_Night,Delhi,Economy,7.0,47,4439
Vistara,UK-708,Kolkata,Night,one,Afternoon,Hyderabad,Economy,16.17,36,5632
Vistara,UK-812,Bangalore,Morning,one,Night,Mumbai,Economy,12.25,15,11919
Air_India,AI-430,Chennai,Morning,zero,Afternoon,Delhi,Business,3.08,23,27792
Air_India,AI-888,Mumbai,Evening,one,Afternoon,Chennai,Business,17.67,10,49613
Air_India,AI-864,Mumbai,Early_Morning,one,Night,Kolkata,Economy,15.33,43,4556
Indigo,6E-136,Mumbai,Early_Morning,one,Morning,Bangalore,Economy,5.5,43,2124
Vistara,UK-778,Kolkata,Afternoon,one,Morning,Hyderabad,Business,18.33,24,52175
Vistara,UK-898,Hyderabad,Early_Morning,one,Night,Delhi,Economy,14.75,22,5823
Indigo,6E-2062,Chennai,Evening,zero,Evening,Delhi,Economy,2.58,12,7352
Vistara,UK-986,Mumbai,Night,one,Afternoon,Hyderabad,Business,13.83,9,45805
GO_FIRST,G8-338,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.25,45,2410
AirAsia,I5-747,Delhi,Evening,one,Late_Night,Mumbai,Economy,6.0,46,3102
Vistara,UK-708,Kolkata,Night,one,Morning,Bangalore,Economy,15.42,30,8426
Vistara,UK-859,Delhi,Morning,two_or_more,Morning,Kolkata,Economy,23.25,45,9349
Air_India,AI-660,Mumbai,Evening,one,Night,Bangalore,Business,26.08,24,54608
Air_India,AI-763,Kolkata,Early_Morning,one,Evening,Mumbai,Economy,33.42,37,8478
Vistara,UK-852,Bangalore,Morning,one,Night,Delhi,Economy,11.17,27,4111
Vistara,UK-832,Chennai,Early_Morning,one,Night,Bangalore,Business,15.75,14,60260
Vistara,UK-737,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,21.08,31,7575
Vistara,UK-850,Bangalore,Evening,one,Night,Hyderabad,Business,25.0,41,37985
GO_FIRST,G8-345,Mumbai,Night,one,Early_Morning,Kolkata,Economy,9.33,42,5817
Air_India,AI-501,Bangalore,Afternoon,one,Night,Mumbai,Economy,8.83,44,6578
Indigo,6E-5209,Mumbai,Early_Morning,zero,Early_Morning,Hyderabad,Economy,1.33,39,2901
Air_India,AI-430,Chennai,Morning,two_or_more,Night,Kolkata,Economy,34.17,8,13564
Vistara,UK-706,Kolkata,Morning,one,Night,Bangalore,Business,10.17,8,71058
Air_India,AI-537,Delhi,Evening,one,Evening,Mumbai,Business,24.83,23,50969
Vistara,UK-822,Chennai,Morning,one,Evening,Delhi,Economy,30.75,42,7338
Air_India,AI-673,Mumbai,Early_Morning,one,Night,Delhi,Business,15.08,15,59021
Air_India,AI-687,Mumbai,Afternoon,one,Morning,Chennai,Economy,16.92,11,9201
AirAsia,I5-410,Bangalore,Early_Morning,one,Evening,Delhi,Economy,12.0,36,2723
Indigo,6E-375,Kolkata,Early_Morning,one,Evening,Mumbai,Economy,9.5,28,7959
Air_India,AI-619,Mumbai,Night,one,Early_Morning,Chennai,Economy,11.75,24,3318
Vistara,UK-890,Hyderabad,Evening,one,Evening,Kolkata,Business,25.92,6,53499
SpiceJet,SG-4010,Chennai,Morning,one,Morning,Kolkata,Economy,24.17,31,4281
Indigo,6E-818,Mumbai,Early_Morning,one,Afternoon,Kolkata,Economy,6.25,48,8560
Vistara,UK-996,Mumbai,Evening,one,Morning,Bangalore,Business,16.33,27,77120
Air_India,AI-526,Kolkata,Evening,one,Night,Delhi,Economy,28.0,38,5404
AirAsia,I5-338,Mumbai,Night,one,Late_Night,Delhi,Economy,7.42,45,2336
Air_India,AI-624,Delhi,Evening,zero,Night,Mumbai,Business,2.25,35,22152
Air_India,AI-541,Hyderabad,Evening,one,Morning,Bangalore,Economy,16.67,46,5894
Vistara,UK-708,Kolkata,Night,one,Evening,Mumbai,Economy,20.08,5,11139
Vistara,UK-613,Mumbai,Afternoon,two_or_more,Night,Chennai,Economy,10.5,2,15854
Vistara,UK-772,Kolkata,Morning,one,Late_Night,Delhi,Business,14.5,41,53743
Vistara,UK-981,Delhi,Night,one,Early_Morning,Bangalore,Business,10.17,39,62729
Air_India,AI-636,Delhi,Afternoon,one,Evening,Bangalore,Economy,28.0,38,4230
Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Economy,13.0,49,5037
Vistara,UK-994,Mumbai,Morning,one,Evening,Bangalore,Business,8.42,8,74365
Vistara,UK-960,Mumbai,Morning,one,Evening,Bangalore,Economy,6.92,35,6450
Vistara,UK-706,Kolkata,Morning,one,Night,Mumbai,Business,12.58,11,50271
Indigo,6E-6151,Hyderabad,Morning,one,Evening,Kolkata,Economy,7.25,18,5293
Vistara,UK-708,Kolkata,Night,one,Evening,Bangalore,Economy,20.58,24,8111
Vistara,UK-778,Kolkata,Afternoon,one,Afternoon,Hyderabad,Business,21.25,22,63935
Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Hyderabad,Business,13.42,38,53645
Vistara,UK-944,Mumbai,Afternoon,one,Night,Kolkata,Economy,8.08,33,5949
Indigo,6E-2456,Hyderabad,Evening,zero,Evening,Delhi,Economy,2.08,36,3191
Vistara,UK-830,Hyderabad,Morning,one,Night,Mumbai,Economy,12.5,35,4751
Vistara,UK-810,Bangalore,Early_Morning,one,Morning,Chennai,Economy,26.92,47,6161
Air_India,AI-763,Kolkata,Early_Morning,one,Evening,Hyderabad,Economy,12.33,40,4724
Vistara,UK-960,Mumbai,Morning,one,Night,Hyderabad,Economy,11.0,35,4414
Air_India,AI-537,Delhi,Evening,one,Afternoon,Kolkata,Business,21.67,6,47545
Indigo,6E-2174,Bangalore,Evening,zero,Night,Delhi,Economy,2.92,31,4500
Vistara,UK-876,Hyderabad,Night,one,Night,Chennai,Business,25.5,16,41314
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,Business,16.0,40,45995
Vistara,UK-851,Mumbai,Early_Morning,two_or_more,Evening,Chennai,Business,9.33,29,80626
Air_India,AI-864,Mumbai,Early_Morning,one,Evening,Hyderabad,Business,12.33,39,45693
Air_India,AI-698,Hyderabad,Night,one,Morning,Delhi,Business,12.5,14,39499
Indigo,6E-245,Kolkata,Early_Morning,one,Morning,Hyderabad,Economy,6.67,38,6725
Vistara,UK-933,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,33,2700
Air_India,AI-541,Hyderabad,Evening,one,Night,Chennai,Business,7.33,10,51595
Vistara,UK-822,Chennai,Morning,one,Night,Bangalore,Economy,11.17,2,20636
Indigo,6E-613,Chennai,Evening,zero,Night,Delhi,Economy,2.75,41,3191
Vistara,UK-864,Bangalore,Evening,one,Morning,Delhi,Economy,13.08,36,4111
Air_India,AI-888,Mumbai,Evening,one,Night,Bangalore,Business,25.08,5,54608
Air_India,AI-430,Chennai,Morning,two_or_more,Morning,Kolkata,Economy,23.08,8,12918
Air_India,AI-640,Bangalore,Early_Morning,one,Morning,Kolkata,Economy,26.08,42,5007
Vistara,UK-837,Delhi,Evening,zero,Night,Chennai,Business,2.83,18,27864
Air_India,AI-639,Mumbai,Morning,one,Night,Delhi,Economy,14.42,18,5749
Air_India,AI-539,Chennai,Evening,one,Morning,Kolkata,Business,16.0,20,55377
Vistara,UK-944,Mumbai,Afternoon,one,Morning,Chennai,Business,19.25,19,61933
GO_FIRST,G8-383,Mumbai,Afternoon,zero,Evening,Bangalore,Economy,1.58,15,5102
Air_India,AI-624,Delhi,Evening,one,Morning,Bangalore,Economy,16.17,12,10680
Vistara,UK-870,Hyderabad,Night,one,Night,Chennai,Economy,23.67,5,11319
Indigo,6E-886,Bangalore,Morning,one,Evening,Delhi,Economy,8.83,30,4913
Air_India,AI-505,Bangalore,Morning,one,Night,Kolkata,Business,11.92,48,60508
Vistara,UK-852,Bangalore,Morning,one,Evening,Kolkata,Economy,10.42,46,6271
Air_India,AI-483,Delhi,Evening,one,Evening,Mumbai,Business,23.92,4,37900
AirAsia,I5-588,Kolkata,Afternoon,zero,Evening,Bangalore,Economy,2.75,18,3862
Vistara,UK-706,Kolkata,Morning,two_or_more,Morning,Chennai,Economy,25.58,6,22763
GO_FIRST,G8-364,Mumbai,Evening,one,Morning,Kolkata,Economy,13.25,45,5310
Indigo,6E-354,Mumbai,Afternoon,two_or_more,Evening,Kolkata,Economy,7.08,9,9849
Air_India,AI-764,Delhi,Evening,one,Evening,Chennai,Economy,24.17,48,6100
Vistara,UK-970,Mumbai,Morning,one,Evening,Kolkata,Business,10.83,45,64285
Vistara,UK-975,Delhi,Early_Morning,one,Evening,Kolkata,Economy,10.92,47,6598
Air_India,AI-543,Hyderabad,Morning,one,Night,Mumbai,Economy,10.25,33,4363
Vistara,UK-826,Chennai,Afternoon,one,Night,Hyderabad,Business,8.42,11,41064
Air_India,AI-665,Delhi,Early_Morning,one,Evening,Bangalore,Business,10.5,31,42457
Vistara,UK-829,Delhi,Early_Morning,two_or_more,Evening,Chennai,Economy,12.42,29,11205
Vistara,UK-776,Kolkata,Evening,one,Night,Bangalore,Business,27.33,4,57999
Indigo,6E-6205,Delhi,Afternoon,one,Evening,Chennai,Economy,4.75,26,3266
Vistara,UK-876,Hyderabad,Night,one,Evening,Delhi,Business,19.33,7,59827
Vistara,UK-902,Mumbai,Afternoon,one,Night,Hyderabad,Economy,7.17,39,3971
Indigo,6E-2077,Mumbai,Afternoon,one,Night,Kolkata,Economy,8.25,12,11346
GO_FIRST,G8-7556,Hyderabad,Afternoon,one,Night,Kolkata,Economy,6.25,31,5754
AirAsia,I5-2473,Kolkata,Morning,one,Night,Mumbai,Economy,10.92,23,3987
Vistara,UK-706,Kolkata,Morning,one,Morning,Mumbai,Economy,25.25,38,13910
Indigo,6E-897,Bangalore,Morning,one,Night,Kolkata,Economy,10.17,28,5178
GO_FIRST,G8-7545,Mumbai,Afternoon,two_or_more,Night,Delhi,Economy,7.83,16,5942
Air_India,AI-9657,Mumbai,Evening,one,Afternoon,Hyderabad,Economy,19.67,44,3759
Vistara,UK-802,Bangalore,Evening,one,Evening,Kolkata,Business,23.25,8,70588
Air_India,AI-505,Bangalore,Morning,one,Night,Chennai,Economy,13.17,43,6024
GO_FIRST,G8-102,Kolkata,Afternoon,one,Early_Morning,Mumbai,Economy,13.92,21,5888
Vistara,UK-830,Hyderabad,Morning,one,Morning,Kolkata,Business,22.25,46,69739
Vistara,UK-941,Delhi,Evening,one,Early_Morning,Hyderabad,Economy,15.08,24,6172
Vistara,UK-776,Kolkata,Evening,one,Morning,Delhi,Business,17.42,47,68303
Vistara,UK-706,Kolkata,Morning,one,Night,Mumbai,Economy,11.58,13,16578
Air_India,AI-569,Chennai,Early_Morning,one,Afternoon,Delhi,Business,5.92,5,45185
Air_India,AI-865,Delhi,Morning,one,Night,Kolkata,Economy,13.0,16,6120
Vistara,UK-836,Chennai,Morning,one,Evening,Bangalore,Business,8.08,3,98839
Vistara,UK-829,Delhi,Early_Morning,zero,Morning,Hyderabad,Economy,2.17,12,5955
Vistara,UK-838,Chennai,Night,one,Evening,Hyderabad,Business,19.92,28,51457
Air_India,AI-459,Delhi,Early_Morning,one,Morning,Bangalore,Economy,5.67,32,6177
Vistara,UK-772,Kolkata,Morning,one,Night,Delhi,Business,10.25,41,84879
Air_India,AI-507,Hyderabad,Morning,one,Evening,Bangalore,Economy,8.42,38,6330
GO_FIRST,G8-336,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,6,6532
Vistara,UK-933,Delhi,Afternoon,zero,Evening,Mumbai,Business,2.17,29,34472
AirAsia,I5-991,Kolkata,Evening,one,Morning,Delhi,Economy,16.67,4,26360
Indigo,6E-269,Chennai,Morning,one,Evening,Kolkata,Economy,9.33,21,7326
Indigo,6E-292,Kolkata,Evening,zero,Evening,Bangalore,Economy,2.58,49,3862
Indigo,6E-512,Kolkata,Afternoon,one,Evening,Hyderabad,Economy,4.5,11,9377
Vistara,UK-772,Kolkata,Morning,one,Night,Bangalore,Economy,12.42,8,12166
Vistara,UK-870,Hyderabad,Night,one,Evening,Mumbai,Business,22.5,33,60410
Air_India,AI-539,Chennai,Evening,one,Late_Night,Bangalore,Economy,7.17,29,7043
SpiceJet,SG-679,Kolkata,Afternoon,one,Morning,Bangalore,Economy,17.75,12,6488
Indigo,6E-375,Kolkata,Early_Morning,one,Afternoon,Delhi,Economy,6.33,19,6489
GO_FIRST,G8-519,Kolkata,Evening,one,Early_Morning,Bangalore,Economy,14.25,45,6109
Air_India,AI-805,Delhi,Evening,one,Night,Hyderabad,Business,25.58,26,39321
AirAsia,I5-1780,Bangalore,Early_Morning,one,Morning,Kolkata,Economy,6.83,39,3845
GO_FIRST,G8-7546,Mumbai,Evening,zero,Evening,Bangalore,Economy,1.67,29,2124
Vistara,UK-772,Kolkata,Morning,one,Morning,Delhi,Economy,22.58,39,9353
Air_India,AI-440,Chennai,Early_Morning,one,Evening,Hyderabad,Business,13.17,8,51345
Vistara,UK-953,Delhi,Night,zero,Night,Mumbai,Economy,2.17,36,2476
SpiceJet,SG-8158,Mumbai,Evening,one,Night,Kolkata,Economy,27.58,23,5289
Vistara,UK-772,Kolkata,Morning,one,Evening,Bangalore,Business,7.33,41,52287
Vistara,UK-954,Mumbai,Early_Morning,one,Night,Bangalore,Economy,16.67,46,6450
Vistara,UK-878,Hyderabad,Afternoon,one,Morning,Delhi,Business,19.67,6,47395
Air_India,AI-9547,Bangalore,Evening,one,Night,Hyderabad,Economy,26.58,42,5694
Vistara,UK-836,Chennai,Morning,one,Night,Bangalore,Economy,9.67,3,23838
Vistara,UK-858,Bangalore,Early_Morning,one,Night,Delhi,Business,15.25,22,57081
Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Bangalore,Business,10.5,5,62448
Vistara,UK-772,Kolkata,Morning,one,Night,Delhi,Economy,11.5,34,6461
AirAsia,I5-711,Delhi,Early_Morning,one,Evening,Bangalore,Economy,12.0,45,3090
Air_India,AI-672,Chennai,Evening,one,Night,Delhi,Economy,31.83,37,8492
Indigo,6E-7288,Chennai,Morning,one,Afternoon,Mumbai,Economy,5.5,24,5882
Vistara,UK-706,Kolkata,Morning,one,Evening,Chennai,Economy,9.67,38,8799
Vistara,UK-828,Chennai,Early_Morning,one,Evening,Bangalore,Economy,12.25,48,4755
Vistara,UK-773,Mumbai,Evening,zero,Evening,Kolkata,Business,2.58,33,31436
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Bangalore,Economy,9.92,8,11319
Air_India,AI-538,Chennai,Night,one,Evening,Mumbai,Economy,21.67,18,4357
GO_FIRST,G8-391,Mumbai,Afternoon,one,Night,Bangalore,Economy,9.58,49,6319
Air_India,AI-839,Delhi,Night,one,Night,Mumbai,Business,26.5,2,44450
Vistara,UK-877,Mumbai,Morning,one,Afternoon,Delhi,Business,25.92,35,41269
Air_India,AI-440,Chennai,Early_Morning,one,Morning,Mumbai,Economy,26.92,9,9141
Vistara,UK-878,Hyderabad,Afternoon,one,Morning,Bangalore,Economy,19.92,35,5441
Indigo,6E-927,Chennai,Afternoon,one,Evening,Mumbai,Economy,5.92,33,1830
SpiceJet,SG-143,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,31,4500
Air_India,AI-806,Mumbai,Early_Morning,one,Evening,Bangalore,Economy,8.25,9,11627
Vistara,UK-774,Kolkata,Night,one,Morning,Delhi,Economy,11.5,6,13524
GO_FIRST,G8-351,Mumbai,Morning,one,Afternoon,Delhi,Economy,7.0,28,5569
Vistara,UK-930,Mumbai,Early_Morning,one,Night,Bangalore,Business,12.92,38,69168
Air_India,AI-415,Delhi,Evening,one,Evening,Mumbai,Business,25.08,39,40447
GO_FIRST,G8-199,Delhi,Afternoon,two_or_more,Night,Mumbai,Economy,8.58,18,5954
Air_India,AI-526,Kolkata,Evening,one,Night,Delhi,Economy,28.0,30,4459
Vistara,UK-817,Delhi,Evening,two_or_more,Morning,Chennai,Economy,16.75,23,8719
Indigo,6E-897,Bangalore,Morning,one,Night,Kolkata,Economy,10.17,19,5178
SpiceJet,SG-276,Mumbai,Early_Morning,one,Morning,Delhi,Economy,4.75,35,3753
Vistara,UK-815,Delhi,Morning,one,Night,Mumbai,Business,15.33,45,58876
Vistara,UK-953,Delhi,Night,one,Morning,Chennai,Economy,12.17,39,4979
Vistara,UK-941,Delhi,Evening,one,Evening,Kolkata,Economy,24.08,32,7221
Vistara,UK-824,Chennai,Night,one,Morning,Delhi,Economy,12.08,44,4971
Vistara,UK-801,Delhi,Morning,two_or_more,Night,Chennai,Economy,14.0,49,8719
Vistara,UK-878,Hyderabad,Afternoon,one,Night,Kolkata,Economy,9.83,49,9501
Vistara,UK-995,Delhi,Morning,one,Night,Bangalore,Business,12.5,5,62729
Vistara,UK-810,Bangalore,Early_Morning,one,Night,Mumbai,Business,15.0,24,74844
Air_India,AI-573,Kolkata,Evening,one,Night,Delhi,Business,26.33,27,57939
Vistara,UK-981,Delhi,Night,one,Morning,Chennai,Business,14.17,26,57992
Air_India,AI-868,Delhi,Evening,one,Morning,Kolkata,Economy,14.83,38,6120
GO_FIRST,G8-322,Mumbai,Night,one,Morning,Hyderabad,Economy,12.25,38,3916
Vistara,UK-826,Chennai,Afternoon,one,Morning,Kolkata,Business,21.17,11,54896
Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,10.83,36,4660
Vistara,UK-893,Bangalore,Evening,one,Morning,Delhi,Economy,13.08,31,3496
Air_India,AI-839,Delhi,Night,one,Night,Bangalore,Economy,24.83,27,3621
Vistara,UK-953,Delhi,Night,zero,Night,Mumbai,Business,2.17,49,22152
GO_FIRST,G8-7535,Delhi,Evening,one,Night,Chennai,Economy,5.33,32,4896
Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Business,7.58,12,53164
Air_India,AI-665,Delhi,Early_Morning,one,Morning,Kolkata,Economy,24.83,37,5276
Indigo,6E-605,Chennai,Afternoon,one,Evening,Mumbai,Economy,6.75,24,3563
GO_FIRST,G8-302,Chennai,Early_Morning,one,Afternoon,Delhi,Economy,7.42,46,4827
Vistara,UK-816,Bangalore,Morning,one,Night,Chennai,Economy,11.25,32,6412
Vistara,UK-958,Mumbai,Afternoon,one,Evening,Bangalore,Economy,29.83,35,7446
Air_India,AI-402,Kolkata,Morning,zero,Afternoon,Delhi,Business,2.5,20,28510
GO_FIRST,G8-713,Delhi,Evening,one,Late_Night,Mumbai,Economy,6.08,30,3330
Vistara,UK-705,Delhi,Early_Morning,two_or_more,Evening,Chennai,Economy,12.42,21,11267
Indigo,6E-6113,Chennai,Afternoon,one,Night,Hyderabad,Economy,7.0,41,1105
Vistara,UK-772,Kolkata,Morning,one,Evening,Delhi,Business,6.5,35,66063
Vistara,UK-826,Chennai,Afternoon,one,Night,Delhi,Economy,10.5,20,5286
Indigo,6E-6113,Chennai,Afternoon,one,Evening,Mumbai,Economy,4.08,22,3458
Indigo,6E-496,Kolkata,Early_Morning,one,Afternoon,Bangalore,Economy,6.5,14,6489
Air_India,AI-625,Mumbai,Morning,one,Afternoon,Delhi,Economy,7.58,41,5219
Air_India,AI-774,Mumbai,Night,one,Morning,Delhi,Business,12.33,37,59021
Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Kolkata,Business,27.92,14,48851
GO_FIRST,G8-509,Hyderabad,Early_Morning,one,Night,Delhi,Economy,16.58,25,6132
